DATE,WILLSMLCAP
2019-08-16,116359.97
2019-08-19,117535.28
2019-08-20,116712.75
2019-08-21,117562.41
2019-08-22,117493.50
2019-08-23,114159.21
2019-08-26,115246.43
2019-08-27,113834.97
2019-08-28,114963.02
2019-08-29,116787.55
2019-08-30,116744.07
2019-09-02,.
2019-09-03,115170.59
2019-09-04,116230.71
2019-09-05,118176.28
2019-09-06,117783.94
2019-09-09,119073.95
2019-09-10,120222.98
2019-09-11,122306.57
2019-09-12,122237.97
2019-09-13,122406.00
2019-09-16,122937.22
2019-09-17,122507.82
2019-09-18,121968.37
2019-09-19,121521.68
2019-09-20,121437.10
2019-09-23,121486.23
2019-09-24,119621.18
2019-09-25,120923.28
2019-09-26,119770.65
2019-09-27,118873.65
2019-09-30,119250.74
2019-10-01,116911.20
2019-10-02,115639.84
2019-10-03,116205.65
2019-10-04,117312.12
2019-10-07,117009.75
2019-10-08,114960.15
2019-10-09,115540.59
2019-10-10,116050.93
2019-10-11,118090.71
2019-10-14,117588.80
2019-10-15,118873.71
2019-10-16,118929.89
2019-10-17,120086.78
2019-10-18,119715.94
2019-10-21,120765.80
2019-10-22,120770.02
2019-10-23,120888.48
2019-10-24,120744.18
2019-10-25,121451.44
2019-10-28,122356.17
2019-10-29,122724.98
2019-10-30,122396.04
2019-10-31,121551.78
2019-11-01,123570.64
2019-11-04,124298.15
2019-11-05,124525.96
2019-11-06,123806.56
2019-11-07,124152.80
2019-11-08,124479.67
2019-11-11,124168.34
2019-11-12,124160.60
2019-11-13,123777.11
2019-11-14,123851.53
2019-11-15,124439.16
2019-11-18,124090.91
2019-11-19,124477.31
2019-11-20,124006.63
2019-11-21,123365.30
2019-11-22,123787.10
2019-11-25,125993.95
2019-11-26,126188.50
2019-11-27,127017.67
2019-11-28,.
2019-11-29,126202.29
2019-12-02,124957.62
2019-12-03,124519.89
2019-12-04,125414.10
2019-12-05,125568.10
2019-12-06,126978.68
2019-12-09,126694.46
2019-12-10,126728.36
2019-12-11,126802.41
2019-12-12,128044.75
2019-12-13,127487.88
2019-12-16,128388.56
2019-12-17,128955.23
2019-12-18,129283.00
2019-12-19,129772.56
2019-12-20,130236.22
2019-12-23,130271.82
2019-12-24,130500.50
2019-12-25,.
2019-12-26,130524.12
2019-12-27,129923.16
2019-12-30,129633.38
2019-12-31,129998.74
2020-01-01,.
2020-01-02,129993.09
2020-01-03,129603.75
2020-01-06,129757.07
2020-01-07,129451.76
2020-01-08,129859.63
2020-01-09,129980.97
2020-01-10,129462.44
2020-01-13,130544.32
2020-01-14,131065.12
2020-01-15,131451.36
2020-01-16,133056.26
2020-01-17,132698.14
2020-01-20,.
2020-01-21,131684.58
2020-01-22,131592.04
2020-01-23,131624.78
2020-01-24,129925.43
2020-01-27,128422.28
2020-01-28,129455.19
2020-01-29,128866.22
2020-01-30,128841.95
2020-01-31,126276.29
2020-02-03,127573.72
2020-02-04,129457.34
2020-02-05,131287.84
2020-02-06,130959.72
2020-02-07,129535.44
2020-02-10,130333.12
2020-02-11,131155.42
2020-02-12,132045.78
2020-02-13,132405.16
2020-02-14,132187.29
2020-02-17,.
2020-02-18,131770.24
2020-02-19,132388.55
2020-02-20,132710.83
