DATE,USNP
4/1/2006,389.03739
7/1/2006,414.5815
10/1/2006,458.85294
1/1/2007,477.31965
4/1/2007,519.87123
7/1/2007,638.33366
10/1/2007,868.00431
1/1/2008,1069.44773
4/1/2008,1270.11788
7/1/2008,1562.16454
10/1/2008,1996.49784
1/1/2009,2477.87081
4/1/2009,2896.40178
7/1/2009,3253.86269
10/1/2009,3612.95684
1/1/2010,3747.12731
4/1/2010,3500.70054
7/1/2010,3410.70489
10/1/2010,3237.36777
